sample_type,province,location,season,lon,lat,antibiotic,antibiotic_class,median_concentration,concentration_unit,sample_year,reference_number
municipal sludge,Beijing,Beijing,4,116.407526,39.90403,Doxycycline,Tetracyclines,13.6,ng/g,2015,121
municipal sludge,Beijing,Beijing,4,116.407526,39.90403,Enrofloxacin,Fluoroquinolones,6.6,ng/g,2015,121
municipal sludge,Beijing,Beijing,4,116.407526,39.90403,Erythromycin-H2O,Macrolides,6.2,ng/g,2015,121
municipal sludge,Beijing,Beijing,4,116.407526,39.90403,Lomefloxacin,Fluoroquinolones,75.3,ng/g,2015,121
municipal sludge,Beijing,Beijing,4,116.407526,39.90403,Norfloxacin,Fluoroquinolones,2003.7,ng/g,2015,121
municipal sludge,Beijing,Beijing,4,116.407526,39.90403,Ofloxacin,Fluoroquinolones,3150,ng/g,2015,121
municipal sludge,Beijing,Beijing,4,116.407526,39.90403,Oxytetracycline,Tetracyclines,387.8,ng/g,2015,121
municipal sludge,Beijing,Beijing,4,116.407526,39.90403,Roxithromycin,Macrolides,13.4,ng/g,2015,121
municipal sludge,Beijing,Beijing,4,116.407526,39.90403,Sulfadiazine,Sulfonamides,3.4,ng/g,2015,121
municipal sludge,Beijing,Beijing,4,116.407526,39.90403,Sulfadimethoxine,Sulfonamides,4.9,ng/g,2015,121
municipal sludge,Beijing,Beijing,4,116.407526,39.90403,Sulfadimidine,Sulfonamides,0.8,ng/g,2015,121
municipal sludge,Beijing,Beijing,4,116.407526,39.90403,Sulfamerazine,Sulfonamides,15.3,ng/g,2015,121
municipal sludge,Beijing,Beijing,4,116.407526,39.90403,Sulfamethoxazole,Sulfonamides,4.2,ng/g,2015,121
municipal sludge,Beijing,Beijing,4,116.407526,39.90403,Sulfathiazole,Sulfonamides,7.1,ng/g,2015,121
municipal sludge,Beijing,Beijing,4,116.407526,39.90403,Tetracycline,Tetracyclines,57.4,ng/g,2015,121
municipal sludge,Beijing,Beijing,4,116.407526,39.90403,Trimethoprim,Diaminopyrimidines,18,ng/g,2015,121
municipal sludge,Beijing,Beijing,NA,116.407526,39.90403,Chloramphenicol,Phenicols,0.6,ng/g,2010,21
municipal sludge,Beijing,Beijing,NA,116.407526,39.90403,Chlortetracycline,Tetracyclines,15.53,ng/g,NA,218
municipal sludge,Beijing,Beijing,NA,116.407526,39.90403,Ciprofloxacin,Fluoroquinolones,345.46500000000003,ng/g,2008,160
municipal sludge,Beijing,Beijing,NA,116.407526,39.90403,Dehydroerythromycin,Macrolides,3.3,ng/g,NA,218
municipal sludge,Beijing,Beijing,NA,116.407526,39.90403,Difloxacin,Fluoroquinolones,0.7,ng/g,2008,160
municipal sludge,Beijing,Beijing,NA,116.407526,39.90403,Enrofloxacin,Fluoroquinolones,21,ng/g,2008,160
municipal sludge,Beijing,Beijing,NA,116.407526,39.90403,Erythromycin A dihydrate,Macrolides,39,ng/g,2008,160
municipal sludge,Beijing,Beijing,NA,116.407526,39.90403,Fleroxacin,Fluoroquinolones,130,ng/g,2008,160
municipal sludge,Beijing,Beijing,NA,116.407526,39.90403,Lomefloxacin,Fluoroquinolones,830,ng/g,2008,160
municipal sludge,Beijing,Beijing,NA,116.407526,39.90403,Nalidixic Acid,Quinolones,1.55,ng/g,NA,21
municipal sludge,Beijing,Beijing,NA,116.407526,39.90403,Norfloxacin,Fluoroquinolones,2583.855,ng/g,2008,160
municipal sludge,Beijing,Beijing,NA,116.407526,39.90403,Ofloxacin,Fluoroquinolones,8514.535,ng/g,2008,160
municipal sludge,Beijing,Beijing,NA,116.407526,39.90403,Oxytetracycline,Tetracyclines,751.71,ng/g,NA,218
municipal sludge,Beijing,Beijing,NA,116.407526,39.90403,Roxithromycin,Macrolides,19,ng/g,2008,160
municipal sludge,Beijing,Beijing,NA,116.407526,39.90403,Sarafloxacin,Fluoroquinolones,0.7,ng/g,2008,160
municipal sludge,Beijing,Beijing,NA,116.407526,39.90403,Spiramycin,Macrolides,7.8,ng/g,2008,160
municipal sludge,Beijing,Beijing,NA,116.407526,39.90403,Sulfadiazine,Sulfonamides,15.870000000000001,ng/g,2008,160
municipal sludge,Beijing,Beijing,NA,116.407526,39.90403,Sulfadimethoxine,Sulfonamides,1.02,ng/g,NA,218
municipal sludge,Beijing,Beijing,NA,116.407526,39.90403,Sulfadimidine,Sulfonamides,1.7149999999999999,ng/g,2008,160
municipal sludge,Beijing,Beijing,NA,116.407526,39.90403,Sulfamerazine,Sulfonamides,7.7,ng/g,2008,160
municipal sludge,Beijing,Beijing,NA,116.407526,39.90403,Sulfamethizole,Sulfonamides,0.06,ng/g,NA,218
municipal sludge,Beijing,Beijing,NA,116.407526,39.90403,Sulfamethoxazole,Sulfonamides,10.870000000000001,ng/g,2008,160
municipal sludge,Beijing,Beijing,NA,116.407526,39.90403,Sulfapyridine,Sulfonamides,38,ng/g,2008,160
municipal sludge,Beijing,Beijing,NA,116.407526,39.90403,Sulfathiazole,Sulfonamides,0.97,ng/g,NA,218
municipal sludge,Beijing,Beijing,NA,116.407526,39.90403,Tetracycline,Tetracyclines,277.93,ng/g,NA,218
municipal sludge,Beijing,Beijing,NA,116.407526,39.90403,Trimethoprim,Diaminopyrimidines,195.97,ng/g,NA,218
municipal sludge,Beijing,Beijing,NA,116.407526,39.90403,Tylosin,Macrolides,0.2,ng/g,2008,160
municipal sludge,Beijing,Beijing Haidian district Qinghe sewage treatment plant,7,116.361654,40.041745,Ciprofloxacin,Fluoroquinolones,817.5,ng/g,2008,181
municipal sludge,Beijing,Beijing Haidian district Qinghe sewage treatment plant,7,116.361654,40.041745,Enrofloxacin,Fluoroquinolones,68.75,ng/g,2008,181
municipal sludge,Beijing,Beijing Haidian district Qinghe sewage treatment plant,7,116.361654,40.041745,Fleroxacin,Fluoroquinolones,70,ng/g,2008,181
municipal sludge,Beijing,Beijing Haidian district Qinghe sewage treatment plant,7,116.361654,40.041745,Gatifloxacin,Fluoroquinolones,352.5,ng/g,2008,181
municipal sludge,Beijing,Beijing Haidian district Qinghe sewage treatment plant,7,116.361654,40.041745,Lomefloxacin,Fluoroquinolones,790,ng/g,2008,181
municipal sludge,Beijing,Beijing Haidian district Qinghe sewage treatment plant,7,116.361654,40.041745,Moxifloxacin,Fluoroquinolones,441.25,ng/g,2008,181
municipal sludge,Beijing,Beijing Haidian district Qinghe sewage treatment plant,7,116.361654,40.041745,Norfloxacin,Fluoroquinolones,5426.25,ng/g,2008,181
municipal sludge,Beijing,Beijing Haidian district Qinghe sewage treatment plant,7,116.361654,40.041745,Ofloxacin,Fluoroquinolones,5548.75,ng/g,2008,181
municipal sludge,Beijing,Beijing Haidian district Qinghe sewage treatment plant,7,116.361654,40.041745,Pipemidic Acid,Quinolones,222.5,ng/g,2008,181
municipal sludge,Beijing,Beijing Haidian district Qinghe sewage treatment plant,7,116.361654,40.041745,Sarafloxacin,Fluoroquinolones,326.25,ng/g,2008,181
municipal sludge,Beijing,Beijing Haidian district Qinghe sewage treatment plant,7,116.361654,40.041745,Sparfloxacin,Fluoroquinolones,27.5,ng/g,2008,181
municipal sludge,Chongqing,Chongqing,11,106.551556,29.563009,Azithromycin,Macrolides,466.76,ng/g,2012,201
municipal sludge,Chongqing,Chongqing,11,106.551556,29.563009,Erythromycin,Macrolides,8.64,ng/g,2012,201
municipal sludge,Chongqing,Chongqing,11,106.551556,29.563009,Moxifloxacin,Fluoroquinolones,16.05,ng/g,2012,201
municipal sludge,Chongqing,Chongqing,11,106.551556,29.563009,Norfloxacin,Fluoroquinolones,107.84,ng/g,2012,201
municipal sludge,Chongqing,Chongqing,11,106.551556,29.563009,Ofloxacin,Fluoroquinolones,154.47,ng/g,2012,201
municipal sludge,Chongqing,Chongqing,11,106.551556,29.563009,Roxithromycin,Macrolides,43.78,ng/g,2012,201
municipal sludge,Chongqing,Chongqing,11,106.551556,29.563009,Sulfadiazine,Sulfonamides,3.57,ng/g,2012,201
municipal sludge,Chongqing,Chongqing,11,106.551556,29.563009,Sulfadimidine,Sulfonamides,5.215,ng/g,2012,201
municipal sludge,Chongqing,Chongqing,11,106.551556,29.563009,Trimethoprim,Diaminopyrimidines,8.32,ng/g,2012,201
municipal sludge,Chongqing,Chongqing,4,106.551556,29.563009,Azithromycin,Macrolides,749,ng/g,2015,121
municipal sludge,Chongqing,Chongqing,4,106.551556,29.563009,Chlortetracycline,Tetracyclines,8.5,ng/g,2015,121
municipal sludge,Chongqing,Chongqing,4,106.551556,29.563009,Ciprofloxacin,Fluoroquinolones,83.3,ng/g,2015,121
municipal sludge,Chongqing,Chongqing,4,106.551556,29.563009,Clarithromycin,Macrolides,5.3,ng/g,2015,121
municipal sludge,Chongqing,Chongqing,4,106.551556,29.563009,Doxycycline,Tetracyclines,13.6,ng/g,2015,121
municipal sludge,Chongqing,Chongqing,4,106.551556,29.563009,Enrofloxacin,Fluoroquinolones,6.6,ng/g,2015,121
municipal sludge,Chongqing,Chongqing,4,106.551556,29.563009,Erythromycin-H2O,Macrolides,6.2,ng/g,2015,121
municipal sludge,Chongqing,Chongqing,4,106.551556,29.563009,Lomefloxacin,Fluoroquinolones,75.3,ng/g,2015,121
municipal sludge,Chongqing,Chongqing,4,106.551556,29.563009,Norfloxacin,Fluoroquinolones,2003.7,ng/g,2015,121
municipal sludge,Chongqing,Chongqing,4,106.551556,29.563009,Ofloxacin,Fluoroquinolones,3150,ng/g,2015,121
municipal sludge,Chongqing,Chongqing,4,106.551556,29.563009,Oxytetracycline,Tetracyclines,387.8,ng/g,2015,121
municipal sludge,Chongqing,Chongqing,4,106.551556,29.563009,Roxithromycin,Macrolides,13.4,ng/g,2015,121
municipal sludge,Chongqing,Chongqing,4,106.551556,29.563009,Sulfadiazine,Sulfonamides,3.4,ng/g,2015,121
municipal sludge,Chongqing,Chongqing,4,106.551556,29.563009,Sulfadimethoxine,Sulfonamides,4.9,ng/g,2015,121
municipal sludge,Chongqing,Chongqing,4,106.551556,29.563009,Sulfadimidine,Sulfonamides,0.8,ng/g,2015,121
municipal sludge,Chongqing,Chongqing,4,106.551556,29.563009,Sulfamerazine,Sulfonamides,15.3,ng/g,2015,121
municipal sludge,Chongqing,Chongqing,4,106.551556,29.563009,Sulfamethoxazole,Sulfonamides,4.2,ng/g,2015,121
municipal sludge,Chongqing,Chongqing,4,106.551556,29.563009,Sulfathiazole,Sulfonamides,7.1,ng/g,2015,121
municipal sludge,Chongqing,Chongqing,4,106.551556,29.563009,Tetracycline,Tetracyclines,57.4,ng/g,2015,121
municipal sludge,Chongqing,Chongqing,4,106.551556,29.563009,Trimethoprim,Diaminopyrimidines,18,ng/g,2015,121
municipal sludge,Chongqing,Chongqing Jiangbei district,11,106.634812,29.597062,Azithromycin,Macrolides,224.21,ng/g,2012,216
municipal sludge,Chongqing,Chongqing Jiangbei district,11,106.634812,29.597062,Erythromycin-H2O,Macrolides,12.91,ng/g,2012,216
municipal sludge,Chongqing,Chongqing Jiangbei district,11,106.634812,29.597062,Moxifloxacin,Fluoroquinolones,46.69,ng/g,2012,216
municipal sludge,Chongqing,Chongqing Jiangbei district,11,106.634812,29.597062,Norfloxacin,Fluoroquinolones,442.88,ng/g,2012,216
municipal sludge,Chongqing,Chongqing Jiangbei district,11,106.634812,29.597062,Ofloxacin,Fluoroquinolones,413.56,ng/g,2012,216
municipal sludge,Chongqing,Chongqing Jiangbei district,11,106.634812,29.597062,Roxithromycin,Macrolides,95.27,ng/g,2012,216
municipal sludge,Chongqing,Chongqing Jiangbei district,11,106.634812,29.597062,Sulfadiazine,Sulfonamides,14.58,ng/g,2012,216
municipal sludge,Chongqing,Chongqing Jiangbei district,11,106.634812,29.597062,Sulfadimidine,Sulfonamides,9.225,ng/g,2012,216
municipal sludge,Chongqing,Chongqing Jiangbei district,11,106.634812,29.597062,Trimethoprim,Diaminopyrimidines,13.29,ng/g,2012,216
municipal sludge,Chongqing,Chongqing Nanan district,11,106.618099,29.594044,Azithromycin,Macrolides,466.76,ng/g,2012,215
municipal sludge,Chongqing,Chongqing Nanan district,11,106.618099,29.594044,Erythromycin-H2O,Macrolides,8.64,ng/g,2012,215
municipal sludge,Chongqing,Chongqing Nanan district,11,106.618099,29.594044,Moxifloxacin,Fluoroquinolones,16.05,ng/g,2012,215
municipal sludge,Chongqing,Chongqing Nanan district,11,106.618099,29.594044,Norfloxacin,Fluoroquinolones,107.84,ng/g,2012,215
municipal sludge,Chongqing,Chongqing Nanan district,11,106.618099,29.594044,Ofloxacin,Fluoroquinolones,154.47,ng/g,2012,215
municipal sludge,Chongqing,Chongqing Nanan district,11,106.618099,29.594044,Roxithromycin,Macrolides,43.78,ng/g,2012,215
municipal sludge,Chongqing,Chongqing Nanan district,11,106.618099,29.594044,Sulfadiazine,Sulfonamides,3.57,ng/g,2012,215
municipal sludge,Chongqing,Chongqing Nanan district,11,106.618099,29.594044,Sulfadimidine,Sulfonamides,5.215,ng/g,2012,215
municipal sludge,Chongqing,Chongqing Nanan district,11,106.618099,29.594044,Trimethoprim,Diaminopyrimidines,8.32,ng/g,2012,215
municipal sludge,Fujian,Fujian Xiamen,3,118.15,24.658333,Chlortetracycline,Tetracyclines,1260,ng/g,2016,118
municipal sludge,Fujian,Fujian Xiamen,3,118.15,24.658333,Ciprofloxacin,Fluoroquinolones,313,ng/g,2016,118
municipal sludge,Fujian,Fujian Xiamen,3,118.15,24.658333,Danofloxacin,Fluoroquinolones,3.45,ng/g,2016,118
municipal sludge,Fujian,Fujian Xiamen,3,118.15,24.658333,Enrofloxacin,Fluoroquinolones,23.6,ng/g,2016,118
municipal sludge,Fujian,Fujian Xiamen,3,118.15,24.658333,Ofloxacin,Fluoroquinolones,4870,ng/g,2016,118
municipal sludge,Fujian,Fujian Xiamen,3,118.15,24.658333,Sulfadiazine,Sulfonamides,0.687,ng/g,2016,118
municipal sludge,Fujian,Fujian Xiamen,3,118.15,24.658333,Sulfadimidine,Sulfonamides,0.671,ng/g,2016,118
municipal sludge,Fujian,Fujian Xiamen,3,118.15,24.658333,Sulfamethoxazole,Sulfonamides,2.85,ng/g,2016,118
municipal sludge,Fujian,Fujian Xiamen,3,118.15,24.658333,Tetracycline,Tetracyclines,1030,ng/g,2016,118
municipal sludge,Fujian,Fujian Xiamen,8,118.089425,24.479833,Sulfadimidine,Sulfonamides,3.3,ng/g,2017,39
municipal sludge,Fujian,Fujian Xiamen,NA,118.089425,24.479833,Sulfadiazine,Sulfonamides,2.955,ng/g,NA,39
municipal sludge,Gansu,Gansu Lanzhou,12,103.834303,36.061089,Chloramphenicol,Phenicols,480,ng/g,2014,135
municipal sludge,Gansu,Gansu Lanzhou,12,103.834303,36.061089,Ciprofloxacin,Fluoroquinolones,22.5,ng/g,2014,135
municipal sludge,Gansu,Gansu Lanzhou,12,103.834303,36.061089,Enrofloxacin,Fluoroquinolones,27.5,ng/g,2014,135
municipal sludge,Gansu,Gansu Lanzhou,12,103.834303,36.061089,Norfloxacin,Fluoroquinolones,15,ng/g,2014,135
municipal sludge,Gansu,Gansu Lanzhou,12,103.834303,36.061089,Ofloxacin,Fluoroquinolones,162.5,ng/g,2014,135
municipal sludge,Gansu,Gansu Lanzhou,12,103.834303,36.061089,Sulfadiazine,Sulfonamides,5,ng/g,2014,135
municipal sludge,Gansu,Gansu Lanzhou,12,103.834303,36.061089,Sulfadimethoxine,Sulfonamides,100,ng/g,2014,135
municipal sludge,Gansu,Gansu Lanzhou,12,103.834303,36.061089,Sulfadimidine,Sulfonamides,302.5,ng/g,2014,135
municipal sludge,Gansu,Gansu Lanzhou,12,103.834303,36.061089,Sulfamerazine,Sulfonamides,937.5,ng/g,2014,135
municipal sludge,Gansu,Gansu Lanzhou,12,103.834303,36.061089,Sulfamethoxazole,Sulfonamides,357.5,ng/g,2014,135
municipal sludge,Gansu,Gansu Lanzhou,12,103.834303,36.061089,Sulfamonomethoxine,Sulfonamides,255,ng/g,2014,135
municipal sludge,Gansu,Gansu Lanzhou,12,103.834303,36.061089,Sulfapyridine,Sulfonamides,175.00000000000003,ng/g,2014,135
municipal sludge,Gansu,Gansu Lanzhou,12,103.834303,36.061089,Trimethoprim,Diaminopyrimidines,932.5,ng/g,2014,135
municipal sludge,Guangdong,Guangdong,4,113.26653,23.132191,Chloramphenicol,Phenicols,66,ng/g,2013,138
municipal sludge,Guangdong,Guangdong,4,113.26653,23.132191,Ciprofloxacin,Fluoroquinolones,69,ng/g,2013,138
municipal sludge,Guangdong,Guangdong,4,113.26653,23.132191,Enoxacin,Fluoroquinolones,60,ng/g,2013,138
municipal sludge,Guangdong,Guangdong,4,113.26653,23.132191,Enrofloxacin,Fluoroquinolones,72,ng/g,2013,138
municipal sludge,Guangdong,Guangdong,4,113.26653,23.132191,Erythromycin-H2O,Macrolides,69,ng/g,2013,138
municipal sludge,Guangdong,Guangdong,4,113.26653,23.132191,Levofloxacin,Fluoroquinolones,79,ng/g,2013,138
municipal sludge,Guangdong,Guangdong,4,113.26653,23.132191,Lomefloxacin,Fluoroquinolones,81,ng/g,2013,138
municipal sludge,Guangdong,Guangdong,4,113.26653,23.132191,Nadifloxacin,Fluoroquinolones,73,ng/g,2013,138
municipal sludge,Guangdong,Guangdong,4,113.26653,23.132191,Norfloxacin,Fluoroquinolones,68,ng/g,2013,138
municipal sludge,Guangdong,Guangdong,4,113.26653,23.132191,Roxithromycin,Macrolides,89,ng/g,2013,138
municipal sludge,Guangdong,Guangdong,4,113.26653,23.132191,Sulfacetamide,Sulfonamides,89,ng/g,2013,138
municipal sludge,Guangdong,Guangdong,4,113.26653,23.132191,Sulfachinoxaline,Sulfonamides,63,ng/g,2013,138
municipal sludge,Guangdong,Guangdong,4,113.26653,23.132191,Sulfachloropyridazine,Sulfonamides,86,ng/g,2013,138
municipal sludge,Guangdong,Guangdong,4,113.26653,23.132191,Sulfadiazine,Sulfonamides,92,ng/g,2013,138
municipal sludge,Guangdong,Guangdong,4,113.26653,23.132191,Sulfadimidine,Sulfonamides,83,ng/g,2013,138
municipal sludge,Guangdong,Guangdong,4,113.26653,23.132191,Sulfafurazole,Sulfonamides,70,ng/g,2013,138
municipal sludge,Guangdong,Guangdong,4,113.26653,23.132191,Sulfamerazine,Sulfonamides,67,ng/g,2013,138
municipal sludge,Guangdong,Guangdong,4,113.26653,23.132191,Sulfamethoxazole,Sulfonamides,86,ng/g,2013,138
municipal sludge,Guangdong,Guangdong,4,113.26653,23.132191,Sulfanilamide,Sulfonamides,73,ng/g,2013,138
municipal sludge,Guangdong,Guangdong,4,113.26653,23.132191,Sulfapyridine,Sulfonamides,96,ng/g,2013,138
municipal sludge,Guangdong,Guangdong,4,113.26653,23.132191,Sulfathiazole,Sulfonamides,75,ng/g,2013,138
municipal sludge,Guangdong,Guangdong Guangzhou,4,113.264434,23.129162,Ciprofloxacin,Fluoroquinolones,1052,ng/g,2008,187
municipal sludge,Guangdong,Guangdong Guangzhou,4,113.264434,23.129162,Norfloxacin,Fluoroquinolones,2002,ng/g,2008,187
municipal sludge,Guangdong,Guangdong Guangzhou,4,113.264434,23.129162,Ofloxacin,Fluoroquinolones,3724,ng/g,2008,187
municipal sludge,Guangdong,Guangdong Guangzhou,NA,113.264434,23.129162,Ciprofloxacin,Fluoroquinolones,5753,ng/g,2008,16
municipal sludge,Guangdong,Guangdong Guangzhou,NA,113.264434,23.129162,Norfloxacin,Fluoroquinolones,7325.5,ng/g,2008,16
municipal sludge,Guangdong,Guangdong Guangzhou,NA,113.264434,23.129162,Ofloxacin,Fluoroquinolones,9550.5,ng/g,2008,16
municipal sludge,Guangdong,Guangdong Guangzhou Huangpu district Kaifaqu,10,113.53743,23.111351,Erythromycin-H2O,Macrolides,76,ng/g,2005,1
municipal sludge,Guangdong,Guangdong Guangzhou Huangpu district Kaifaqu,10,113.53743,23.111351,Norfloxacin,Fluoroquinolones,301,ng/g,2005,1
municipal sludge,Guangdong,Guangdong Guangzhou Huangpu district Kaifaqu,10,113.53743,23.111351,Ofloxacin,Fluoroquinolones,227,ng/g,2005,1
municipal sludge,Guangdong,Guangdong Guangzhou Huangpu district Kaifaqu,10,113.53743,23.111351,Roxithromycin,Macrolides,40,ng/g,2005,1
municipal sludge,Guangdong,Guangdong Guangzhou Tianhe district Liede,10,113.336127,23.113409,Erythromycin-H2O,Macrolides,195,ng/g,2005,1
municipal sludge,Guangdong,Guangdong Guangzhou Tianhe district Liede,10,113.336127,23.113409,Norfloxacin,Fluoroquinolones,40,ng/g,2005,1
municipal sludge,Guangdong,Guangdong Guangzhou Tianhe district Liede,10,113.336127,23.113409,Ofloxacin,Fluoroquinolones,886,ng/g,2005,1
municipal sludge,Guangdong,Guangdong Guangzhou Tianhe district Liede,10,113.336127,23.113409,Roxithromycin,Macrolides,64,ng/g,2005,1
municipal sludge,Guangdong,Guangdong Guangzhou Tianhe district Liede,10,113.336127,23.113409,Sulfadimidine,Sulfonamides,31,ng/g,2005,1
municipal sludge,Guangdong,Guangdong Guangzhou Tianhe district Liede,10,113.336127,23.113409,Sulfamethoxazole,Sulfonamides,20,ng/g,2005,1
municipal sludge,Guangdong,Guangdong Huizhou Huiyang district Huiyang wastewater treatment plants,10,114.480241,22.811775,Chlortetracycline,Tetracyclines,335,ng/g,2010,190
municipal sludge,Guangdong,Guangdong Huizhou Huiyang district Huiyang wastewater treatment plants,10,114.480241,22.811775,Ciprofloxacin,Fluoroquinolones,715,ng/g,2010,190
municipal sludge,Guangdong,Guangdong Huizhou Huiyang district Huiyang wastewater treatment plants,10,114.480241,22.811775,Clarithromycin,Macrolides,29,ng/g,2010,190
municipal sludge,Guangdong,Guangdong Huizhou Huiyang district Huiyang wastewater treatment plants,10,114.480241,22.811775,Doxycycline,Tetracyclines,232,ng/g,2010,190
municipal sludge,Guangdong,Guangdong Huizhou Huiyang district Huiyang wastewater treatment plants,10,114.480241,22.811775,Enrofloxacin,Fluoroquinolones,21.4,ng/g,2010,190
municipal sludge,Guangdong,Guangdong Huizhou Huiyang district Huiyang wastewater treatment plants,10,114.480241,22.811775,Erythromycin-H2O,Macrolides,61.2,ng/g,2010,190
municipal sludge,Guangdong,Guangdong Huizhou Huiyang district Huiyang wastewater treatment plants,10,114.480241,22.811775,Fleroxacin,Fluoroquinolones,43.5,ng/g,2010,190
municipal sludge,Guangdong,Guangdong Huizhou Huiyang district Huiyang wastewater treatment plants,10,114.480241,22.811775,Lomefloxacin,Fluoroquinolones,89.3,ng/g,2010,190
municipal sludge,Guangdong,Guangdong Huizhou Huiyang district Huiyang wastewater treatment plants,10,114.480241,22.811775,Methacycline,Tetracyclines,21.1,ng/g,2010,190
municipal sludge,Guangdong,Guangdong Huizhou Huiyang district Huiyang wastewater treatment plants,10,114.480241,22.811775,Norfloxacin,Fluoroquinolones,5610,ng/g,2010,190
municipal sludge,Guangdong,Guangdong Huizhou Huiyang district Huiyang wastewater treatment plants,10,114.480241,22.811775,Ofloxacin,Fluoroquinolones,5800,ng/g,2010,190
municipal sludge,Guangdong,Guangdong Huizhou Huiyang district Huiyang wastewater treatment plants,10,114.480241,22.811775,Oxytetracycline,Tetracyclines,1680,ng/g,2010,190
municipal sludge,Guangdong,Guangdong Huizhou Huiyang district Huiyang wastewater treatment plants,10,114.480241,22.811775,Sulfadimidine,Sulfonamides,1.45,ng/g,2010,190
municipal sludge,Guangdong,Guangdong Huizhou Huiyang district Huiyang wastewater treatment plants,10,114.480241,22.811775,Sulfamethoxazole,Sulfonamides,4.65,ng/g,2010,190
municipal sludge,Guangdong,Guangdong Huizhou Huiyang district Huiyang wastewater treatment plants,10,114.480241,22.811775,Tetracycline,Tetracyclines,1650,ng/g,2010,190
municipal sludge,Guangdong,Guangdong Huizhou Huiyang district Huiyang wastewater treatment plants,10,114.480241,22.811775,Trimethoprim,Diaminopyrimidines,6.43,ng/g,2010,190
municipal sludge,Guangdong,Guangdong Pearl river Delta,NA,113.825175606403,23.0857406612354,Sulfadiazine,Sulfonamides,7.04,ng/g,NA,2
municipal sludge,Guangdong,Guangdong Pearl river Delta,NA,113.825175606403,23.0857406612354,Sulfadimethoxine,Sulfonamides,5.685,ng/g,NA,2
municipal sludge,Guangdong,Guangdong Pearl river Delta,NA,113.825175606403,23.0857406612354,Sulfamerazine,Sulfonamides,16.6925,ng/g,NA,2
municipal sludge,Guangdong,Guangdong Pearl river Delta,NA,113.825175606403,23.0857406612354,Sulfameter,Sulfonamides,44.31,ng/g,NA,2
municipal sludge,Guangdong,Guangdong Pearl river Delta,NA,113.825175606403,23.0857406612354,Sulfamethoxazole,Sulfonamides,26.255,ng/g,NA,2
municipal sludge,Guangdong,Guangdong Yunfu Xinxing County,10,112.288056,22.664167,Chlortetracycline,Tetracyclines,25650,ng/g,2016,155
municipal sludge,Guangdong,Guangdong Yunfu Xinxing County,10,112.288056,22.664167,Ciprofloxacin,Fluoroquinolones,581,ng/g,2016,155
municipal sludge,Guangdong,Guangdong Yunfu Xinxing County,10,112.288056,22.664167,Doxycycline,Tetracyclines,5340,ng/g,2016,155
municipal sludge,Guangdong,Guangdong Yunfu Xinxing County,10,112.288056,22.664167,Enrofloxacin,Fluoroquinolones,1077.5,ng/g,2016,155
municipal sludge,Guangdong,Guangdong Yunfu Xinxing County,10,112.288056,22.664167,Lincomycin,Lincosamides,832,ng/g,2016,155
municipal sludge,Guangdong,Guangdong Yunfu Xinxing County,10,112.288056,22.664167,Methacycline,Tetracyclines,406,ng/g,2016,155
municipal sludge,Guangdong,Guangdong Yunfu Xinxing County,10,112.288056,22.664167,Norfloxacin,Fluoroquinolones,1960,ng/g,2016,155
municipal sludge,Guangdong,Guangdong Yunfu Xinxing County,10,112.288056,22.664167,Ofloxacin,Fluoroquinolones,1445,ng/g,2016,155
municipal sludge,Guangdong,Guangdong Yunfu Xinxing County,10,112.288056,22.664167,Oxytetracycline,Tetracyclines,26550,ng/g,2016,155
municipal sludge,Guangdong,Guangdong Yunfu Xinxing County,10,112.288056,22.664167,Pefloxacin,Fluoroquinolones,183,ng/g,2016,155
municipal sludge,Guangdong,Guangdong Yunfu Xinxing County,10,112.288056,22.664167,Sarafloxacin,Fluoroquinolones,2.175,ng/g,2016,155
municipal sludge,Guangdong,Guangdong Yunfu Xinxing County,10,112.288056,22.664167,Sulfachloropyridazine,Sulfonamides,567.5,ng/g,2016,155
municipal sludge,Guangdong,Guangdong Yunfu Xinxing County,10,112.288056,22.664167,Sulfadiazine,Sulfonamides,1.44,ng/g,2016,155
municipal sludge,Guangdong,Guangdong Yunfu Xinxing County,10,112.288056,22.664167,Sulfadimethoxine,Sulfonamides,6.015,ng/g,2016,155
municipal sludge,Guangdong,Guangdong Yunfu Xinxing County,10,112.288056,22.664167,Sulfadimidine,Sulfonamides,5.56,ng/g,2016,155
municipal sludge,Guangdong,Guangdong Yunfu Xinxing County,10,112.288056,22.664167,Sulfamonomethoxine,Sulfonamides,176.5,ng/g,2016,155
municipal sludge,Guangdong,Guangdong Yunfu Xinxing County,10,112.288056,22.664167,Tetracycline,Tetracyclines,4785,ng/g,2016,155
municipal sludge,Guangdong,Guangdong Yunfu Xinxing County,10,112.288056,22.664167,Trimethoprim,Diaminopyrimidines,14.45,ng/g,2016,155
municipal sludge,Guangdong,Guangdong Yunfu Xinxing County,7,112.288056,22.664167,Chlortetracycline,Tetracyclines,24900,ng/g,2016,155
municipal sludge,Guangdong,Guangdong Yunfu Xinxing County,7,112.288056,22.664167,Ciprofloxacin,Fluoroquinolones,652.5,ng/g,2016,155
municipal sludge,Guangdong,Guangdong Yunfu Xinxing County,7,112.288056,22.664167,Doxycycline,Tetracyclines,6245,ng/g,2016,155
municipal sludge,Guangdong,Guangdong Yunfu Xinxing County,7,112.288056,22.664167,Enrofloxacin,Fluoroquinolones,1051,ng/g,2016,155
