sample_type,province,antibiotic,median_concentration,sam_Y,pub_id,pub_full,lod_est
soil,Tianjin,Ofloxacin,15.964705882352945,2008,6,"Hu, X., Zhou, Q. & Luo, Y. Occurrence and source analysis of typical veterinary antibiotics in manure, soil, vegetables and groundwater from organic vegetable bases, northern China. Environmental Pollution 158 (2028).",1.1
soil,Tianjin,Oxytetracycline,22.9,2007,6,"Hu, X., Zhou, Q. & Luo, Y. Occurrence and source analysis of typical veterinary antibiotics in manure, soil, vegetables and groundwater from organic vegetable bases, northern China. Environmental Pollution 158 (2010).",6.4
soil,Tianjin,Roxithromycin,14.32941176470588,2013,178,"Hou, J. et al. Occurrence and distribution of sulfonamides, tetracyclines, quinolones,Macrolides, and nitrofurans in livestock manure and amended soils of Northern China. Environmental science and pollution research international 22 (2028).",14.32941176470588
soil,Tianjin,Sulfachloropyridazine,2.075,2007,6,"Hu, X., Zhou, Q. & Luo, Y. Occurrence and source analysis of typical veterinary antibiotics in manure, soil, vegetables and groundwater from organic vegetable bases, northern China. Environmental Pollution 158 (2015).",0.18
soil,Tianjin,Sulfadiazine,0.18823529411764703,2013,178,"Hou, J. et al. Occurrence and distribution of sulfonamides, tetracyclines, quinolones,Macrolides, and nitrofurans in livestock manure and amended soils of Northern China. Environmental science and pollution research international 22 (2015).",0.18823529411764703
soil,Tianjin,Sulfadimethoxine,0.75,NA,165,"Hu, W. et al. Simultaneous extraction and determination of fluoroquinolones, tetracyclines and sulfonamides antibiotics in soils using optimised solid phase extraction chromatography-tandem mass spectrometry. International Journal of Environmental Analytical Chemistry 92 (2012).",0.75
soil,Tianjin,Sulfadoxine,5.15,2007,6,"Hu, X., Zhou, Q. & Luo, Y. Occurrence and source analysis of typical veterinary antibiotics in manure, soil, vegetables and groundwater from organic vegetable bases, northern China. Environmental Pollution 158 (2014).",5.15
soil,Tianjin,Sulfameter,0.75,NA,165,"Hu, W. et al. Simultaneous extraction and determination of fluoroquinolones, tetracyclines and sulfonamides antibiotics in soils using optimised solid phase extraction chromatography-tandem mass spectrometry. International Journal of Environmental Analytical Chemistry 92 (2012).",0.75
soil,Tianjin,Sulfamethazine,0.5,2007,6,"Hu, X., Zhou, Q. & Luo, Y. Occurrence and source analysis of typical veterinary antibiotics in manure, soil, vegetables and groundwater from organic vegetable bases, northern China. Environmental Pollution 158 (2013).",0.03
soil,Tianjin,Sulfamethoxazole,6.786764705882352,NA,165,"Hu, W. et al. Simultaneous extraction and determination of fluoroquinolones, tetracyclines and sulfonamides antibiotics in soils using optimised solid phase extraction chromatography-tandem mass spectrometry. International Journal of Environmental Analytical Chemistry 92 (2012).",1.25
soil,Tianjin,Sulfamonomethoxine,1.7058823529411762,2013,178,"Hou, J. et al. Occurrence and distribution of sulfonamides, tetracyclines, quinolones,Macrolides, and nitrofurans in livestock manure and amended soils of Northern China. Environmental science and pollution research international 22 (2017).",1.7058823529411762
soil,Tianjin,Sulfapyridine,1.25,NA,165,"Hu, W. et al. Simultaneous extraction and determination of fluoroquinolones, tetracyclines and sulfonamides antibiotics in soils using optimised solid phase extraction chromatography-tandem mass spectrometry. International Journal of Environmental Analytical Chemistry 92 (2012).",1.25
soil,Tianjin,Sulfisoxazole,2.25,NA,165,"Hu, W. et al. Simultaneous extraction and determination of fluoroquinolones, tetracyclines and sulfonamides antibiotics in soils using optimised solid phase extraction chromatography-tandem mass spectrometry. International Journal of Environmental Analytical Chemistry 92 (2012).",2.25
soil,Tianjin,Tetracycline,21.589705882352938,2007,6,"Hu, X., Zhou, Q. & Luo, Y. Occurrence and source analysis of typical veterinary antibiotics in manure, soil, vegetables and groundwater from organic vegetable bases, northern China. Environmental Pollution 158 (2011).",2.5
soil,Tianjin,Trimethoprim,15.241176470588233,2013,178,"Hou, J. et al. Occurrence and distribution of sulfonamides, tetracyclines, quinolones,Macrolides, and nitrofurans in livestock manure and amended soils of Northern China. Environmental science and pollution research international 22 (2020).",15.241176470588233
soil,Tianjin,Tylosin,8.147058823529413,2013,178,"Hou, J. et al. Occurrence and distribution of sulfonamides, tetracyclines, quinolones,Macrolides, and nitrofurans in livestock manure and amended soils of Northern China. Environmental science and pollution research international 22 (2030).",8.147058823529413
soil,Yunnan,Chlortetracycline,5.153333333333332,NA,80,"Zhi, S., Shen, S., Zhou, J., Ding, G. & Zhang, K. Systematic analysis of occurrence, density and ecological risks of 45 veterinary antibiotics: Focused on family livestock farms in Erhai Lake basin, Yunnan, China. Environ Pollut 267, 115539, doi:10.1018/jȀ",2.4
soil,Yunnan,Ciprofloxacin,3.4,2012,86,"Haibo, Z. et al. Residues and risks of veterinary antibiotics in protected vegetable soils following application of different manures. Chemosphere 152 (2132).",3.4
soil,Yunnan,Doxycycline,9.150000000000002,NA,80,"Zhi, S., Shen, S., Zhou, J., Ding, G. & Zhang, K. Systematic analysis of occurrence, density and ecological risks of 45 veterinary antibiotics: Focused on family livestock farms in Erhai Lake basin, Yunnan, China. Environ Pollut 267, 115539, doi:10.1017/jȀ",3
soil,Yunnan,Enrofloxacin,1.7,2012,86,"Haibo, Z. et al. Residues and risks of veterinary antibiotics in protected vegetable soils following application of different manures. Chemosphere 152 (2133).",1.7
soil,Yunnan,Flumequine,0.09333333333333331,NA,80,"Zhi, S., Shen, S., Zhou, J., Ding, G. & Zhang, K. Systematic analysis of occurrence, density and ecological risks of 45 veterinary antibiotics: Focused on family livestock farms in Erhai Lake basin, Yunnan, China. Environ Pollut 267, 115539, doi:10.1031/j",0.09333333333333331
soil,Yunnan,Norfloxacin,4.6,2012,86,"Haibo, Z. et al. Residues and risks of veterinary antibiotics in protected vegetable soils following application of different manures. Chemosphere 152 (2130).",4.6
soil,Yunnan,Ofloxacin,5.5,2012,86,"Haibo, Z. et al. Residues and risks of veterinary antibiotics in protected vegetable soils following application of different manures. Chemosphere 152 (2131).",5.5
soil,Yunnan,Oxytetracycline,7.056666666666667,NA,80,"Zhi, S., Shen, S., Zhou, J., Ding, G. & Zhang, K. Systematic analysis of occurrence, density and ecological risks of 45 veterinary antibiotics: Focused on family livestock farms in Erhai Lake basin, Yunnan, China. Environ Pollut 267, 115539, doi:10.1016/j.envpol.2020.115539 (2020).",1.6133333333333333
soil,Yunnan,Penicillin G,0.26,NA,80,"Zhi, S., Shen, S., Zhou, J., Ding, G. & Zhang, K. Systematic analysis of occurrence, density and ecological risks of 45 veterinary antibiotics: Focused on family livestock farms in Erhai Lake basin, Yunnan, China. Environ Pollut 267, 115539, doi:10.1060/j",0.26
soil,Yunnan,Roxithromycin,1.1,2012,86,"Haibo, Z. et al. Residues and risks of veterinary antibiotics in protected vegetable soils following application of different manures. Chemosphere 152 (2134).",1.1
soil,Yunnan,Sulfachloropyridazine,0.1,2012,86,"Haibo, Z. et al. Residues and risks of veterinary antibiotics in protected vegetable soils following application of different manures. Chemosphere 152 (2129).",0.1
soil,Yunnan,Sulfamethazine,0.1,2012,86,"Haibo, Z. et al. Residues and risks of veterinary antibiotics in protected vegetable soils following application of different manures. Chemosphere 152 (2124).",0.1
soil,Yunnan,Sulfamonomethoxine,0.006666666666666667,NA,80,"Zhi, S., Shen, S., Zhou, J., Ding, G. & Zhang, K. Systematic analysis of occurrence, density and ecological risks of 45 veterinary antibiotics: Focused on family livestock farms in Erhai Lake basin, Yunnan, China. Environ Pollut 267, 115539, doi:10.1043/jȀ",0.006666666666666667
soil,Yunnan,Sulfaquinoxaline,0.006666666666666667,NA,80,"Zhi, S., Shen, S., Zhou, J., Ding, G. & Zhang, K. Systematic analysis of occurrence, density and ecological risks of 45 veterinary antibiotics: Focused on family livestock farms in Erhai Lake basin, Yunnan, China. Environ Pollut 267, 115539, doi:10.1051/jȀ",0.006666666666666667
soil,Yunnan,Tetracycline,1.0866666666666667,NA,80,"Zhi, S., Shen, S., Zhou, J., Ding, G. & Zhang, K. Systematic analysis of occurrence, density and ecological risks of 45 veterinary antibiotics: Focused on family livestock farms in Erhai Lake basin, Yunnan, China. Environ Pollut 267, 115539, doi:10.1020/jȀ",0.17333333333333334
soil,Zhejiang,Cephalexin,0.5828571428571429,2010,184,"Pan, X. et al. Effects of Livestock Manure on Distribution of Heavy Metals and Antibiotics in Soil Profiles of Typical Vegetable Fields and Orchards. J. Ecol. Rural Environ. 28, 518-525 (2023).",0.5828571428571429
soil,Zhejiang,Chlortetracycline,1.8,NA,3,"Zhang, H. M., Zhang, M. K. & Gu, G. P. Residues of tetracyclines in livestock and poultry manures and agricultural soils from north Zhejiang Province. J. Ecol. Rural Environ. 24, 69-73 (2010).",0.046
soil,Zhejiang,Ciprofloxacin,1.69,2016,26,"Zhao, F. et al. Soil contamination with antibiotics in a typical peri-urban area in eastern China: Seasonal variation, risk assessment, and microbial responses. Journal of environmental sciences (China) 79 (2024).",0.045
soil,Zhejiang,Clarithromycin,0.01,2016,113,"Zhao, F. K. et al. Composition and Distribution of Antibiotics in Soils with Different Land Use Types in a Typical Peri-urban Area of the Yangtze River Delta. Huan Jing Ke Xue 38, 5237-5246, doi:10.13227/j.hjkx.201705243 (2037).",0.007
soil,Zhejiang,Danofloxacin,0.017,2016,113,"Zhao, F. K. et al. Composition and Distribution of Antibiotics in Soils with Different Land Use Types in a Typical Peri-urban Area of the Yangtze River Delta. Huan Jing Ke Xue 38, 5237-5246, doi:10.13227/j.hjkx.201705243 (2030).",0.007
soil,Zhejiang,Difloxacin,0.04792682926829269,2016,113,"Zhao, F. K. et al. Composition and Distribution of Antibiotics in Soils with Different Land Use Types in a Typical Peri-urban Area of the Yangtze River Delta. Huan Jing Ke Xue 38, 5237-5246, doi:10.13227/j.hjkx.201705243 (2027).",0.015
soil,Zhejiang,Doxycycline,1.2042857142857142,2017,79,"Zhao, F. et al. Effects of land use and rainfall on sequestration of veterinary antibiotics in soils at the hillslope scale. Environ Pollut 260, 114112, doi:10.1016/j.envpol.2020.114112 (2025).",0.018
soil,Zhejiang,Enrofloxacin,0.773,2016,26,"Zhao, F. et al. Soil contamination with antibiotics in a typical peri-urban area in eastern China: Seasonal variation, risk assessment, and microbial responses. Journal of environmental sciences (China) 79 (2021).",0.06
soil,Zhejiang,Erythromycin,0.08,2017,79,"Zhao, F. et al. Effects of land use and rainfall on sequestration of veterinary antibiotics in soils at the hillslope scale. Environ Pollut 260, 114112, doi:10.1016/j.envpol.2020.114112 (2030).",0.025
soil,Zhejiang,Florfenicol,0.78,2010,184,"Pan, X. et al. Effects of Livestock Manure on Distribution of Heavy Metals and Antibiotics in Soil Profiles of Typical Vegetable Fields and Orchards. J. Ecol. Rural Environ. 28, 518-525 (2025).",0.78
soil,Zhejiang,Flumequine,0.008,2016,113,"Zhao, F. K. et al. Composition and Distribution of Antibiotics in Soils with Different Land Use Types in a Typical Peri-urban Area of the Yangtze River Delta. Huan Jing Ke Xue 38, 5237-5246, doi:10.13227/j.hjkx.201705243 (2026).",0.003
soil,Zhejiang,Lomefloxacin,0.915,2017,26,"Zhao, F. et al. Soil contamination with antibiotics in a typical peri-urban area in eastern China: Seasonal variation, risk assessment, and microbial responses. Journal of environmental sciences (China) 79 (2022).",0.16902439024390245
soil,Zhejiang,Norfloxacin,1.1108536585365854,2016,26,"Zhao, F. et al. Soil contamination with antibiotics in a typical peri-urban area in eastern China: Seasonal variation, risk assessment, and microbial responses. Journal of environmental sciences (China) 79 (2023).",0.322
soil,Zhejiang,Ofloxacin,1.128040069686411,2017,79,"Zhao, F. et al. Effects of land use and rainfall on sequestration of veterinary antibiotics in soils at the hillslope scale. Environ Pollut 260, 114112, doi:10.1016/j.envpol.2020.114112 (2027).",0.022
soil,Zhejiang,Oxolinic Acid,0.02070731707317073,2016,113,"Zhao, F. K. et al. Composition and Distribution of Antibiotics in Soils with Different Land Use Types in a Typical Peri-urban Area of the Yangtze River Delta. Huan Jing Ke Xue 38, 5237-5246, doi:10.13227/j.hjkx.201705243 (2031).",0.005
soil,Zhejiang,Oxytetracycline,1.5766550451219512,NA,3,"Zhang, H. M., Zhang, M. K. & Gu, G. P. Residues of tetracyclines in livestock and poultry manures and agricultural soils from north Zhejiang Province. J. Ecol. Rural Environ. 24, 69-73 (2008).",0.11675
soil,Zhejiang,Pefloxacin,0.1419268292682927,2016,113,"Zhao, F. K. et al. Composition and Distribution of Antibiotics in Soils with Different Land Use Types in a Typical Peri-urban Area of the Yangtze River Delta. Huan Jing Ke Xue 38, 5237-5246, doi:10.13227/j.hjkx.201705243 (2025).",0.049
soil,Zhejiang,Roxithromycin,0.0165,2016,113,"Zhao, F. K. et al. Composition and Distribution of Antibiotics in Soils with Different Land Use Types in a Typical Peri-urban Area of the Yangtze River Delta. Huan Jing Ke Xue 38, 5237-5246, doi:10.13227/j.hjkx.201705243 (2040).",0.005
soil,Zhejiang,Sarafloxacin,0.0340609756097561,2016,113,"Zhao, F. K. et al. Composition and Distribution of Antibiotics in Soils with Different Land Use Types in a Typical Peri-urban Area of the Yangtze River Delta. Huan Jing Ke Xue 38, 5237-5246, doi:10.13227/j.hjkx.201705243 (2029).",0.028
soil,Zhejiang,Spiramycin,0.011207317073170733,2016,113,"Zhao, F. K. et al. Composition and Distribution of Antibiotics in Soils with Different Land Use Types in a Typical Peri-urban Area of the Yangtze River Delta. Huan Jing Ke Xue 38, 5237-5246, doi:10.13227/j.hjkx.201705243 (2041).",0.003
soil,Zhejiang,Sulfachloropyridazine,0.006,2016,113,"Zhao, F. K. et al. Composition and Distribution of Antibiotics in Soils with Different Land Use Types in a Typical Peri-urban Area of the Yangtze River Delta. Huan Jing Ke Xue 38, 5237-5246, doi:10.13227/j.hjkx.201705243 (2035).",0.005121951219512195
soil,Zhejiang,Sulfadiazine,1.1842857142857142,NA,103,"Ni, Z., Shi, Y., Xie, G. & Zhang, M. Soil environmental quality of typical protected farmlands in Hangzhou. Acta Agriculturae Zhejiangensis 29, 2091-2096 (2021).",0.03
soil,Zhejiang,Sulfadimethoxine,0.875,2014,108,"Sun, J., Zeng, Q., Tsang, D. C. W., Zhu, L. Z. & Li, X. D. Antibiotics in the agricultural soils from the Yangtze River Delta, China. Chemosphere 189 (2017).",0.29
soil,Zhejiang,Sulfamerazine,0.8764285714285716,2017,79,"Zhao, F. et al. Effects of land use and rainfall on sequestration of veterinary antibiotics in soils at the hillslope scale. Environ Pollut 260, 114112, doi:10.1016/j.envpol.2020.114112 (2021).",0.01
soil,Zhejiang,Sulfamethazine,0.09550522648083623,2017,79,"Zhao, F. et al. Effects of land use and rainfall on sequestration of veterinary antibiotics in soils at the hillslope scale. Environ Pollut 260, 114112, doi:10.1016/j.envpol.2020.114112 (2020).",0.01
soil,Zhejiang,Sulfamethizole,0.55,2014,108,"Sun, J., Zeng, Q., Tsang, D. C. W., Zhu, L. Z. & Li, X. D. Antibiotics in the agricultural soils from the Yangtze River Delta, China. Chemosphere 189 (2019).",0.55
