sample_type,matrix,province,location,antibiotic,group_of_antibiotic,mean_concentration,max_concentration,concentration_unit,sample_year,season,full_reference_name,place_in_article_data_extracted_from,reference_number,source_dataset,article_link
sediment,sediment,Guangdong,"Guangzhou, Baiyun district",Sulfapyridine,sulfonamides,430000.0,,ng/g dw,,,"Huang, Y.-H. et al. Occurrence and distribution of antibiotics and antibiotic resistant genes in water and sediments of urban rivers with black-odor water in Guangzhou, South China. Science of the Total Environment 670 (2019).",Zhang 2022 supplementary dataset (Sheet7 record),31,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Occurrence+and+distribution+of+antibiotics+and+antibiotic+resistant+genes+in+water+and+sediments+of+urban+rivers+with+black-odor+water+in+Guangzhou%2C+S
sediment,sediment,Guangdong,"Guangzhou, Baiyun district",Sulfapyridine,sulfonamides,810000.0,,ng/g dw,,,"Huang, Y.-H. et al. Occurrence and distribution of antibiotics and antibiotic resistant genes in water and sediments of urban rivers with black-odor water in Guangzhou, South China. Science of the Total Environment 670 (2019).",Zhang 2022 supplementary dataset (Sheet7 record),31,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Occurrence+and+distribution+of+antibiotics+and+antibiotic+resistant+genes+in+water+and+sediments+of+urban+rivers+with+black-odor+water+in+Guangzhou%2C+S
sediment,sediment,Guangdong,"Guangzhou, Panyu district",Sulfapyridine,sulfonamides,220000.0,,ng/g dw,,,"Huang, Y.-H. et al. Occurrence and distribution of antibiotics and antibiotic resistant genes in water and sediments of urban rivers with black-odor water in Guangzhou, South China. Science of the Total Environment 670 (2019).",Zhang 2022 supplementary dataset (Sheet7 record),31,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Occurrence+and+distribution+of+antibiotics+and+antibiotic+resistant+genes+in+water+and+sediments+of+urban+rivers+with+black-odor+water+in+Guangzhou%2C+S
sediment,sediment,Guangdong,"Guangzhou, Panyu district, daxuecheng",Sulfapyridine,sulfonamides,610000.0,,ng/g dw,,,"Huang, Y.-H. et al. Occurrence and distribution of antibiotics and antibiotic resistant genes in water and sediments of urban rivers with black-odor water in Guangzhou, South China. Science of the Total Environment 670 (2019).",Zhang 2022 supplementary dataset (Sheet7 record),31,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Occurrence+and+distribution+of+antibiotics+and+antibiotic+resistant+genes+in+water+and+sediments+of+urban+rivers+with+black-odor+water+in+Guangzhou%2C+S
sediment,sediment,Guangdong,"Guangzhou, Liwan district",Sulfapyridine,sulfonamides,820000.0,,ng/g dw,,,"Huang, Y.-H. et al. Occurrence and distribution of antibiotics and antibiotic resistant genes in water and sediments of urban rivers with black-odor water in Guangzhou, South China. Science of the Total Environment 670 (2019).",Zhang 2022 supplementary dataset (Sheet7 record),31,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Occurrence+and+distribution+of+antibiotics+and+antibiotic+resistant+genes+in+water+and+sediments+of+urban+rivers+with+black-odor+water+in+Guangzhou%2C+S
sediment,sediment,Guangdong,"Guangzhou, Tianhe district",Sulfapyridine,sulfonamides,170000.0,,ng/g dw,,,"Huang, Y.-H. et al. Occurrence and distribution of antibiotics and antibiotic resistant genes in water and sediments of urban rivers with black-odor water in Guangzhou, South China. Science of the Total Environment 670 (2019).",Zhang 2022 supplementary dataset (Sheet7 record),31,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Occurrence+and+distribution+of+antibiotics+and+antibiotic+resistant+genes+in+water+and+sediments+of+urban+rivers+with+black-odor+water+in+Guangzhou%2C+S
sediment,sediment,Guangdong,"Guangzhou, Tianhe district",Sulfapyridine,sulfonamides,80000.0,,ng/g dw,,,"Huang, Y.-H. et al. Occurrence and distribution of antibiotics and antibiotic resistant genes in water and sediments of urban rivers with black-odor water in Guangzhou, South China. Science of the Total Environment 670 (2019).",Zhang 2022 supplementary dataset (Sheet7 record),31,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Occurrence+and+distribution+of+antibiotics+and+antibiotic+resistant+genes+in+water+and+sediments+of+urban+rivers+with+black-odor+water+in+Guangzhou%2C+S
sediment,sediment,Guangdong,"Guangzhou, Tianhe district",Sulfapyridine,sulfonamides,120000.0,,ng/g dw,,,"Huang, Y.-H. et al. Occurrence and distribution of antibiotics and antibiotic resistant genes in water and sediments of urban rivers with black-odor water in Guangzhou, South China. Science of the Total Environment 670 (2019).",Zhang 2022 supplementary dataset (Sheet7 record),31,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Occurrence+and+distribution+of+antibiotics+and+antibiotic+resistant+genes+in+water+and+sediments+of+urban+rivers+with+black-odor+water+in+Guangzhou%2C+S
sediment,sediment,Guangdong,"Guangzhou, Tianhe district",Sulfapyridine,sulfonamides,440000.0,,ng/g dw,,,"Huang, Y.-H. et al. Occurrence and distribution of antibiotics and antibiotic resistant genes in water and sediments of urban rivers with black-odor water in Guangzhou, South China. Science of the Total Environment 670 (2019).",Zhang 2022 supplementary dataset (Sheet7 record),31,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Occurrence+and+distribution+of+antibiotics+and+antibiotic+resistant+genes+in+water+and+sediments+of+urban+rivers+with+black-odor+water+in+Guangzhou%2C+S
sediment,sediment,Guangdong,"Guangzhou, Tianhe district",Sulfapyridine,sulfonamides,130000.0,,ng/g dw,,,"Huang, Y.-H. et al. Occurrence and distribution of antibiotics and antibiotic resistant genes in water and sediments of urban rivers with black-odor water in Guangzhou, South China. Science of the Total Environment 670 (2019).",Zhang 2022 supplementary dataset (Sheet7 record),31,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Occurrence+and+distribution+of+antibiotics+and+antibiotic+resistant+genes+in+water+and+sediments+of+urban+rivers+with+black-odor+water+in+Guangzhou%2C+S
sediment,sediment,Guangdong,"Guangzhou, Tianhe district",Sulfapyridine,sulfonamides,280000.0,,ng/g dw,,,"Huang, Y.-H. et al. Occurrence and distribution of antibiotics and antibiotic resistant genes in water and sediments of urban rivers with black-odor water in Guangzhou, South China. Science of the Total Environment 670 (2019).",Zhang 2022 supplementary dataset (Sheet7 record),31,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Occurrence+and+distribution+of+antibiotics+and+antibiotic+resistant+genes+in+water+and+sediments+of+urban+rivers+with+black-odor+water+in+Guangzhou%2C+S
sediment,sediment,Guangdong,"Guangzhou, Tianhe district",Sulfapyridine,sulfonamides,710000.0,,ng/g dw,,,"Huang, Y.-H. et al. Occurrence and distribution of antibiotics and antibiotic resistant genes in water and sediments of urban rivers with black-odor water in Guangzhou, South China. Science of the Total Environment 670 (2019).",Zhang 2022 supplementary dataset (Sheet7 record),31,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Occurrence+and+distribution+of+antibiotics+and+antibiotic+resistant+genes+in+water+and+sediments+of+urban+rivers+with+black-odor+water+in+Guangzhou%2C+S
sediment,sediment,Guangdong,"Shenzhen, Maozhou River",Sulfathiazole,sulfonamides,1351390000.0,2089020000.0,ng/g dw,,,"Qiu, W. et al. Occurrence of antibiotics in the main rivers of Shenzhen, China: Association with antibiotic resistance genes and microbial community. Science of the Total Environment 653 (2019).",Zhang 2022 supplementary dataset (Sheet7 record),37,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Occurrence+of+antibiotics+in+the+main+rivers+of+Shenzhen%2C+China%3A+Association+with+antibiotic+resistance+genes+and+microbial+community
sediment,sediment,Guangdong,Shenzhen,Sulfathiazole,sulfonamides,397168000.0,2089016000.0,ng/g dw,,,"Qiu, W. et al. Occurrence of antibiotics in the main rivers of Shenzhen, China: Association with antibiotic resistance genes and microbial community. Science of the Total Environment 653 (2019).",Zhang 2022 supplementary dataset (Sheet7 record),37,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Occurrence+of+antibiotics+in+the+main+rivers+of+Shenzhen%2C+China%3A+Association+with+antibiotic+resistance+genes+and+microbial+community
sediment,sediment,Guangdong,"Guangzhou, Baiyun district",Tetracycline,tetracyclines,5660000.0,,ng/g dw,,,"Huang, Y.-H. et al. Occurrence and distribution of antibiotics and antibiotic resistant genes in water and sediments of urban rivers with black-odor water in Guangzhou, South China. Science of the Total Environment 670 (2019).",Zhang 2022 supplementary dataset (Sheet7 record),31,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Occurrence+and+distribution+of+antibiotics+and+antibiotic+resistant+genes+in+water+and+sediments+of+urban+rivers+with+black-odor+water+in+Guangzhou%2C+S
sediment,sediment,Guangdong,"Guangzhou, Baiyun district",Tetracycline,tetracyclines,106000000.0,,ng/g dw,,,"Huang, Y.-H. et al. Occurrence and distribution of antibiotics and antibiotic resistant genes in water and sediments of urban rivers with black-odor water in Guangzhou, South China. Science of the Total Environment 670 (2019).",Zhang 2022 supplementary dataset (Sheet7 record),31,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Occurrence+and+distribution+of+antibiotics+and+antibiotic+resistant+genes+in+water+and+sediments+of+urban+rivers+with+black-odor+water+in+Guangzhou%2C+S
sediment,sediment,Guangdong,"Guangzhou, Baiyun district",Tetracycline,tetracyclines,68200000.0,,ng/g dw,,,"Huang, Y.-H. et al. Occurrence and distribution of antibiotics and antibiotic resistant genes in water and sediments of urban rivers with black-odor water in Guangzhou, South China. Science of the Total Environment 670 (2019).",Zhang 2022 supplementary dataset (Sheet7 record),31,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Occurrence+and+distribution+of+antibiotics+and+antibiotic+resistant+genes+in+water+and+sediments+of+urban+rivers+with+black-odor+water+in+Guangzhou%2C+S
sediment,sediment,Guangdong,"Guangzhou, Baiyun district",Tetracycline,tetracyclines,47000000.0,,ng/g dw,,,"Huang, Y.-H. et al. Occurrence and distribution of antibiotics and antibiotic resistant genes in water and sediments of urban rivers with black-odor water in Guangzhou, South China. Science of the Total Environment 670 (2019).",Zhang 2022 supplementary dataset (Sheet7 record),31,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Occurrence+and+distribution+of+antibiotics+and+antibiotic+resistant+genes+in+water+and+sediments+of+urban+rivers+with+black-odor+water+in+Guangzhou%2C+S
sediment,sediment,Guangdong,"Guangzhou, Panyu district",Tetracycline,tetracyclines,6140000.0,,ng/g dw,,,"Huang, Y.-H. et al. Occurrence and distribution of antibiotics and antibiotic resistant genes in water and sediments of urban rivers with black-odor water in Guangzhou, South China. Science of the Total Environment 670 (2019).",Zhang 2022 supplementary dataset (Sheet7 record),31,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Occurrence+and+distribution+of+antibiotics+and+antibiotic+resistant+genes+in+water+and+sediments+of+urban+rivers+with+black-odor+water+in+Guangzhou%2C+S
sediment,sediment,Guangdong,"Guangzhou, Panyu district, daxuecheng",Tetracycline,tetracyclines,4240000.0,,ng/g dw,,,"Huang, Y.-H. et al. Occurrence and distribution of antibiotics and antibiotic resistant genes in water and sediments of urban rivers with black-odor water in Guangzhou, South China. Science of the Total Environment 670 (2019).",Zhang 2022 supplementary dataset (Sheet7 record),31,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Occurrence+and+distribution+of+antibiotics+and+antibiotic+resistant+genes+in+water+and+sediments+of+urban+rivers+with+black-odor+water+in+Guangzhou%2C+S
sediment,sediment,Guangdong,"Guangzhou, Liwan district",Tetracycline,tetracyclines,35400000.0,,ng/g dw,,,"Huang, Y.-H. et al. Occurrence and distribution of antibiotics and antibiotic resistant genes in water and sediments of urban rivers with black-odor water in Guangzhou, South China. Science of the Total Environment 670 (2019).",Zhang 2022 supplementary dataset (Sheet7 record),31,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Occurrence+and+distribution+of+antibiotics+and+antibiotic+resistant+genes+in+water+and+sediments+of+urban+rivers+with+black-odor+water+in+Guangzhou%2C+S
sediment,sediment,Guangdong,"Guangzhou, Tianhe district",Tetracycline,tetracyclines,2130000.0,,ng/g dw,,,"Huang, Y.-H. et al. Occurrence and distribution of antibiotics and antibiotic resistant genes in water and sediments of urban rivers with black-odor water in Guangzhou, South China. Science of the Total Environment 670 (2019).",Zhang 2022 supplementary dataset (Sheet7 record),31,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Occurrence+and+distribution+of+antibiotics+and+antibiotic+resistant+genes+in+water+and+sediments+of+urban+rivers+with+black-odor+water+in+Guangzhou%2C+S
sediment,sediment,Guangdong,"Guangzhou, Tianhe district",Tetracycline,tetracyclines,7530000.0,,ng/g dw,,,"Huang, Y.-H. et al. Occurrence and distribution of antibiotics and antibiotic resistant genes in water and sediments of urban rivers with black-odor water in Guangzhou, South China. Science of the Total Environment 670 (2019).",Zhang 2022 supplementary dataset (Sheet7 record),31,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Occurrence+and+distribution+of+antibiotics+and+antibiotic+resistant+genes+in+water+and+sediments+of+urban+rivers+with+black-odor+water+in+Guangzhou%2C+S
sediment,sediment,Guangdong,"Guangzhou, Tianhe district",Tetracycline,tetracyclines,4059999.999999999,,ng/g dw,,,"Huang, Y.-H. et al. Occurrence and distribution of antibiotics and antibiotic resistant genes in water and sediments of urban rivers with black-odor water in Guangzhou, South China. Science of the Total Environment 670 (2019).",Zhang 2022 supplementary dataset (Sheet7 record),31,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Occurrence+and+distribution+of+antibiotics+and+antibiotic+resistant+genes+in+water+and+sediments+of+urban+rivers+with+black-odor+water+in+Guangzhou%2C+S
sediment,sediment,Guangdong,"Guangzhou, Tianhe district",Tetracycline,tetracyclines,12300000.0,,ng/g dw,,,"Huang, Y.-H. et al. Occurrence and distribution of antibiotics and antibiotic resistant genes in water and sediments of urban rivers with black-odor water in Guangzhou, South China. Science of the Total Environment 670 (2019).",Zhang 2022 supplementary dataset (Sheet7 record),31,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Occurrence+and+distribution+of+antibiotics+and+antibiotic+resistant+genes+in+water+and+sediments+of+urban+rivers+with+black-odor+water+in+Guangzhou%2C+S
sediment,sediment,Guangdong,"Guangzhou, Tianhe district",Tetracycline,tetracyclines,4770000.0,,ng/g dw,,,"Huang, Y.-H. et al. Occurrence and distribution of antibiotics and antibiotic resistant genes in water and sediments of urban rivers with black-odor water in Guangzhou, South China. Science of the Total Environment 670 (2019).",Zhang 2022 supplementary dataset (Sheet7 record),31,Data_on_Antibiotics_in_China__07_Sheet7.csv,https://scholar.google.com/scholar?q=Occurrence+and+distribution+of+antibiotics+and+antibiotic+resistant+genes+in+water+and+sediments+of+urban+rivers+with+black-odor+water+in+Guangzhou%2C+S
