sample_type,province,location,sample_year,season,antibiotic,mean_concentration,max_concentration,concentration_unit,reference_number
municipal wastewater effluent,Hunan,Zijiang River basin (12 STPs),2022,,Erythromycin,20,,ng/L,N59
municipal wastewater effluent,Hunan,Zijiang River basin (12 STPs),2022,,Ofloxacin,31.1,,ng/L,N59
municipal wastewater effluent,Hunan,Zijiang River basin (12 STPs),2022,,Roxithromycin,37.6,,ng/L,N59
municipal wastewater effluent,Hunan,Zijiang River basin (12 STPs),2022,,Total antibiotics (sum),,411,ng/L,N59
municipal wastewater influent,Hunan,Zijiang River basin (12 STPs),2022,,Erythromycin,50.2,,ng/L,N59
municipal wastewater influent,Hunan,Zijiang River basin (12 STPs),2022,,Ofloxacin,77.4,,ng/L,N59
municipal wastewater influent,Hunan,Zijiang River basin (12 STPs),2022,,Roxithromycin,68,,ng/L,N59
municipal wastewater influent,Hunan,Zijiang River basin (12 STPs),2022,,Total antibiotics (sum),,1025,ng/L,N59
surface water,Hunan,Zijiang River (downstream of STPs),2022,,Total antibiotics (sum),81.9,213,ng/L,N59
surface water,Hunan,Zijiang River (upstream of STPs),2022,,Total antibiotics (sum),50.6,85.8,ng/L,N59
MSW incineration leachate,Henan,Luoyang MSW incineration plant,2022–2024,,Sulfamethoxazole,1401.5,,ng/L,N63
MSW incineration leachate,Shanxi,Taiyuan MSW incineration plant,2022–2024,,Sulfamethoxazole,3085,,ng/L,N63
municipal wastewater influent,Jiangsu,"Caoqiao WWTP, Wuxi (Taihu Lake Basin)",2022–2023,,Azithromycin,998,,ng/L,N66
municipal wastewater influent,Jiangsu,"Caoqiao WWTP, Wuxi (Taihu Lake Basin)",2022–2023,,Clarithromycin,77,,ng/L,N66
municipal wastewater influent,Jiangsu,"Caoqiao WWTP, Wuxi (Taihu Lake Basin)",2022–2023,,Erythromycin,684,,ng/L,N66
municipal wastewater influent,Jiangsu,"Caoqiao WWTP, Wuxi (Taihu Lake Basin)",2022–2023,,Erythromycin-H2O,1782,,ng/L,N66
municipal wastewater influent,Jiangsu,"Caoqiao WWTP, Wuxi (Taihu Lake Basin)",2022–2023,,Roxithromycin,597,,ng/L,N66
municipal wastewater (urban sewer),Heilongjiang,"Majia River drainage area, Harbin (urban sewer)",2023–2024,,Fluoroquinolones (sum),252,973,ng/L,N67
municipal wastewater (urban sewer),Heilongjiang,"Majia River drainage area, Harbin (urban sewer)",2023–2024,,Lincosamides (sum),16.4,384,ng/L,N67
municipal wastewater (urban sewer),Heilongjiang,"Majia River drainage area, Harbin (urban sewer)",2023–2024,,Macrolides (sum),88.8,311,ng/L,N67
municipal wastewater (urban sewer),Heilongjiang,"Majia River drainage area, Harbin (urban sewer)",2023–2024,,Sulfonamides (sum),69.8,416,ng/L,N67
municipal wastewater (urban sewer),Heilongjiang,"Majia River drainage area, Harbin (urban sewer)",2023–2024,,Total antibiotics (sum),,1280,ng/L,N67
municipal wastewater (urban sewer),Heilongjiang,"Majia River drainage area, Harbin (urban sewer)",2023–2024,,Trimethoprim,3.29,79.5,ng/L,N67
municipal sludge,Xinjiang,"8 WWTPs in Tianshan Mountain basin, Northwest China",2024–2025,,Total antibiotics (sum),0.8,,ng/g (dw),N68
municipal wastewater effluent,Xinjiang,"8 WWTPs in Tianshan Mountain basin, Northwest China",2024–2025,,Azithromycin,90,,ng/L,N68
municipal wastewater effluent,Xinjiang,"8 WWTPs in Tianshan Mountain basin, Northwest China",2024–2025,,Clindamycin,30.2,,ng/L,N68
municipal wastewater effluent,Xinjiang,"8 WWTPs in Tianshan Mountain basin, Northwest China",2024–2025,,Ofloxacin,331.5,,ng/L,N68
municipal wastewater influent,Xinjiang,"8 WWTPs in Tianshan Mountain basin, Northwest China",2024–2025,,Macrolides (sum),,334.5,ng/L,N68
municipal wastewater influent,Xinjiang,"8 WWTPs in Tianshan Mountain basin, Northwest China",2024–2025,,Norfloxacin,101.1,,ng/L,N68
municipal wastewater influent,Xinjiang,"8 WWTPs in Tianshan Mountain basin, Northwest China",2024–2025,,Ofloxacin,472.6,,ng/L,N68
municipal wastewater influent,Xinjiang,"8 WWTPs in Tianshan Mountain basin, Northwest China",2024–2025,,Total antibiotics (sum),,1521.6,ng/L,N68
municipal sludge,Beijing,"Municipal WWTP, Beijing",2023–2024,,Ofloxacin,11.83,,µg/L,N69
municipal sludge,Beijing,"Municipal WWTP, Beijing",2023–2024,,Oxytetracycline,7.26,,µg/L,N69
municipal wastewater effluent,Beijing,"Municipal WWTP, Beijing",2023–2024,,Norfloxacin,12.19,,µg/L,N69
municipal wastewater influent,Beijing,"Municipal WWTP, Beijing",2023–2024,,Norfloxacin,19.2,,µg/L,N69
municipal wastewater influent,Beijing,"Municipal WWTP, Beijing",2023–2024,,Total quinolones (sum),,44.79,µg/L,N69
municipal wastewater effluent,Guangdong,"WWTP_MS A/O, Shenzhen",2024–2025,,Total antibiotics (sum),590.03,,ng/L,N70
municipal wastewater effluent,Guangdong,"WWTP_MBR, Shenzhen",2024–2025,,Total antibiotics (sum),828.91,,ng/L,N70
municipal wastewater influent,Guangdong,"2 WWTPs, Shenzhen",2024–2025,,Ofloxacin,,542,ng/L,N70
municipal wastewater influent,Guangdong,"2 WWTPs, Shenzhen",2024–2025,,Sulfadiazine,,5,ng/L,N70
municipal wastewater influent,Guangdong,"WWTP_MS A/O, Shenzhen",2024–2025,,Total antibiotics (sum),1865.52,,ng/L,N70
municipal wastewater influent,Guangdong,"WWTP_MBR, Shenzhen",2024–2025,,Total antibiotics (sum),1573.93,,ng/L,N70
surface sediment,Jiangsu,"Taihu Lake (7 sites: Tuoshan, Manshan, Central, Southwest, SE, S, Yixing)",2017–2018,,Chlortetracycline,0.58,0.7,ng/g (dw),N71
surface sediment,Jiangsu,"Taihu Lake (7 sites: Tuoshan, Manshan, Central, Southwest, SE, S, Yixing)",2017–2018,,Doxycycline,0.09,0.11,ng/g (dw),N71
surface sediment,Jiangsu,"Taihu Lake (7 sites: Tuoshan, Manshan, Central, Southwest, SE, S, Yixing)",2017–2018,,Norfloxacin,9.05,12.92,ng/g (dw),N71
surface sediment,Jiangsu,"Taihu Lake (7 sites: Tuoshan, Manshan, Central, Southwest, SE, S, Yixing)",2017–2018,,Ofloxacin,2.59,2.7,ng/g (dw),N71
surface sediment,Jiangsu,"Taihu Lake (7 sites: Tuoshan, Manshan, Central, Southwest, SE, S, Yixing)",2017–2018,,Oxytetracycline,0.43,0.71,ng/g (dw),N71
